disthash,kutchas,puccas,university,unemployed,malaria,malaria_now,population,cost_per_completion,cost_per_message,CTR,CPM,current_total,audienced,exclusion,price,saturated
3c73baaa,0.24302788844621515,0.5697211155378487,0.5577689243027888,0.3784860557768924,0.11952191235059761,0.02390438247011952,3443689.0,33.333333333333336,9.2592592592593,1.98019802,59.64451867,251.0,False,False,2042.0000000000002,True
419b24e9,0.1984126984126984,0.623015873015873,0.5714285714285714,0.36904761904761907,0.12301587301587301,0.003968253968253968,4681645.0,43.47826086956522,14.285714285713999,1.63922043,75.5401118,252.0,False,False,2599.6666666666665,True
42504ec5,0.2727272727272727,0.44805194805194803,0.5909090909090909,0.45454545454545453,0.34415584415584416,0.01948051948051948,1578213.0,125.0,29.411764705882,1.95248942,81.353726,154.0,False,False,16708.0,False
426d0912,0.1934156378600823,0.4897119341563786,0.6666666666666666,0.43209876543209874,0.18106995884773663,0.0205761316872428,1689974.0,62.5,25.0,1.6582945,60.52169703,243.0,True,True,33530.0,False
4c6cbda0,0.32941176470588235,0.5254901960784314,0.6509803921568628,0.3803921568627451,0.2823529411764706,0.011764705882352941,5954391.0,35.714285714285715,9.900990099009901,2.25328161,53.14343413,255.0,False,False,303.0,True
4d59f3e6,0.22842639593908629,0.4619289340101523,0.6294416243654822,0.49746192893401014,0.2436548223350254,0.02030456852791878,1656616.0,90.9090909090909,22.727272727273,1.79084531,66.82258603,197.0,True,False,19808.0,False
5159be68,0.24242424242424243,0.4318181818181818,0.6363636363636364,0.45454545454545453,0.12878787878787878,0.015151515151515152,1796184.0,90.9090909090909,26.315789473684,1.67236239,72.71140842,132.0,False,False,52287.5,False
54c26aa6,0.22267206477732793,0.47368421052631576,0.5910931174089069,0.4777327935222672,0.0931174089068826,0.012145748987854251,3433919.0,66.66666666666667,13.157894736842,2.04408561,64.07791875,247.0,True,False,2992.6,False
59a2fd2c,0.22633744855967078,0.522633744855967,0.6378600823045267,0.551440329218107,0.27983539094650206,0.024691358024691357,1885204.0,100.0,23.809523809524002,1.72652804,63.01197227,243.0,True,False,4646.500000000001,False
59b04133,0.225,0.6041666666666666,0.6166666666666667,0.4083333333333333,0.15,0.004166666666666667,1648115.0,43.47826086956522,16.393442622951,1.93050193,87.75008775,240.0,False,False,5821.833333333333,False
5abbecc7,0.3466135458167331,0.3944223107569721,0.649402390438247,0.46215139442231074,0.2350597609561753,0.0199203187250996,1799410.0,62.5,22.222222222221998,1.7221112,58.77512637,251.0,False,False,3272.0,True
5b1466b5,0.22950819672131148,0.5286885245901639,0.6188524590163934,0.4344262295081967,0.14754098360655737,0.012295081967213115,1998603.0,58.8235294117647,18.518518518519002,1.66145215,53.9432517,244.0,True,True,3861.0,False
5b788486,0.1368421052631579,0.6157894736842106,0.6473684210526316,0.48947368421052634,0.3157894736842105,0.042105263157894736,1774480.0,52.63157894736842,25.0,1.66632798,67.73690984,190.0,True,False,20370.6,False
5c4dcb04,0.23790322580645162,0.45564516129032256,0.6330645161290323,0.5040322580645161,0.08870967741935484,0.016129032258064516,4483992.0,50.0,14.925373134328,1.95530726,66.50704975,248.0,True,True,4420.333333333334,False
5c8b8562,0.20408163265306123,0.5346938775510204,0.689795918367347,0.46530612244897956,0.22040816326530613,0.02040816326530612,1581810.0,62.5,20.0,1.51628711,57.65350245,245.0,True,True,9031.999999999998,False
5f041769,0.1724137931034483,0.5763546798029556,0.6157635467980296,0.4187192118226601,0.11822660098522167,0.014778325123152709,2464464.0,55.55555555555556,24.390243902439,1.65280027,55.83784689,203.0,True,False,13405.875,False
6df6b429,0.24096385542168675,0.5140562248995983,0.5421686746987951,0.4457831325301205,0.0963855421686747,0.01606425702811245,3682713.0,43.47826086956522,9.523809523809499,1.88409934,57.0939195,249.0,True,True,3999.75,False
7001d249,0.19254658385093168,0.515527950310559,0.5590062111801242,0.40372670807453415,0.18012422360248448,0.006211180124223602,1206640.0,125.0,37.037037037037,1.4075577,63.40349987,161.0,False,False,13238.25,False
72d1d8e0,0.24497991967871485,0.5140562248995983,0.6184738955823293,0.357429718875502,0.17670682730923695,0.020080321285140562,2062330.0,31.25,10.0,2.03108705,49.65983016,249.0,False,False,3933.0,True
7454d961,0.28169014084507044,0.4859154929577465,0.6056338028169014,0.4859154929577465,0.1619718309859155,0.007042253521126761,1537133.0,333.3333333333333,43.478260869565,1.29623568,65.46644845,142.0,False,False,14393.0,False
749c3a9c,0.19433198380566802,0.5425101214574899,0.659919028340081,0.4251012145748988,0.2874493927125506,0.032388663967611336,4494204.0,58.8235294117647,16.666666666667,2.17119743,59.4848611,247.0,True,True,18488.0,False
786f66b7,0.21115537848605578,0.5816733067729084,0.6294820717131474,0.44223107569721115,0.17131474103585656,0.00796812749003984,4581268.0,17.857142857142858,6.8493150684932,2.2762027999999996,58.81660981,251.0,True,True,,True
80ed54cc,0.1568627450980392,0.5555555555555556,0.6601307189542484,0.43790849673202614,0.23529411764705882,0.013071895424836602,1952756.0,71.42857142857143,20.408163265306,2.27159083,71.43367383,153.0,False,False,13013.5,False
85769450,0.25,0.39015151515151514,0.6174242424242424,0.4696969696969697,0.11742424242424243,0.01893939393939394,4092845.0,55.55555555555556,16.666666666667,1.76333807,64.59113810000001,264.0,True,True,,True
89041198,0.20361990950226244,0.497737556561086,0.583710407239819,0.38009049773755654,0.08597285067873303,0.01809954751131222,3260699.0,58.8235294117647,20.833333333333,1.94618957,68.28735318,221.0,True,False,15480.714285714288,False
8ce955f7,0.3359073359073359,0.39768339768339767,0.5752895752895753,0.42857142857142855,0.18146718146718147,0.023166023166023165,1492073.0,58.8235294117647,12.345679012346,2.02780331,57.44485294,259.0,False,False,,True
8ed5f728,0.24489795918367346,0.5346938775510204,0.6530612244897959,0.3836734693877551,0.10612244897959183,0.0,4440895.0,28.571428571428573,11.363636363636001,1.84453913,51.95884859,245.0,True,True,27885.666666666668,False
9565590d,0.26903553299492383,0.40609137055837563,0.6040609137055838,0.49746192893401014,0.07614213197969544,0.005076142131979695,2031007.0,55.55555555555556,16.666666666667,1.69747018,65.53938917,197.0,True,False,12932.125,False
9a766899,0.17488789237668162,0.5381165919282511,0.5605381165919282,0.4439461883408072,0.19730941704035873,0.0,1625388.6,41.666666666666664,13.698630136986,1.67399173,64.63288521,223.0,True,True,33577.0,False
9cbe05a0,0.20765027322404372,0.5136612021857924,0.5956284153005464,0.4371584699453552,0.10382513661202186,0.00546448087431694,2205968.0,83.33333333333333,27.777777777778002,1.70895609,57.93071487,183.0,False,False,7130.533333333334,False
a0530be6,0.2190082644628099,0.5289256198347108,0.5743801652892562,0.47520661157024796,0.1115702479338843,0.012396694214876033,4772006.0,34.48275862068966,12.345679012346,2.19787303,64.45375443,242.0,True,True,15059.0,False
b00c4734,0.4370860927152318,0.31788079470198677,0.5761589403973509,0.47019867549668876,0.31125827814569534,0.0,658917.0,111.11111111111111,38.461538461538,1.64972056,67.33553296,151.0,False,False,10153.5,False
b27404c2,0.18025751072961374,0.4678111587982833,0.6652360515021459,0.45064377682403434,0.351931330472103,0.017167381974248927,1868529.0,58.8235294117647,15.384615384615,1.69997405,64.88450558,233.0,True,True,103789.00000000001,False
b406895f,0.184,0.564,0.512,0.468,0.252,0.02,3499171.0,38.46153846153846,13.157894736842,1.78402086,59.26979611,250.0,True,True,687.0,True
b923577c,0.2749003984063745,0.4820717131474104,0.5816733067729084,0.4541832669322709,0.09561752988047809,0.01195219123505976,4021243.0,43.47826086956522,13.888888888889001,2.1504,64.0,251.0,False,False,1628.625,True
ba353231,0.3409090909090909,0.4590909090909091,0.5681818181818182,0.42727272727272725,0.17272727272727273,0.022727272727272728,1493984.0,90.90636363636364,21.73847826087,1.66553992,61.45719378,220.0,False,False,10225.833333333332,False
c12daf4e,0.22077922077922077,0.49783549783549785,0.5757575757575758,0.4458874458874459,0.13852813852813853,0.008658008658008658,1840221.0,43.47391304347826,14.923880597015,1.76494455,67.6156343,231.0,True,True,7232.333333333333,False
c250de2d,0.19831223628691982,0.5949367088607594,0.5485232067510548,0.4388185654008439,0.10548523206751055,0.0,4143512.0,37.03703703703704,14.285714285713999,1.63730937,59.10864168,237.0,False,False,5732.000000000001,False
c25e6958,0.21710526315789475,0.5592105263157895,0.5657894736842105,0.40131578947368424,0.19736842105263158,0.019736842105263157,949443.0,166.66666666666666,38.461538461538,1.54569061,61.82762458,152.0,False,False,34230.00000000001,False
c5524846,0.31125827814569534,0.45695364238410596,0.4966887417218543,0.46357615894039733,0.10596026490066225,0.019867549668874173,1619707.0,83.33333333333333,26.315789473684,1.97250859,68.72852234,151.0,False,False,20168.0,False
c5c35762,0.23148148148148148,0.49074074074074076,0.625,0.4583333333333333,0.12962962962962962,0.0,3209141.0,71.42857142857143,19.607843137255003,1.9964568,68.13845735,216.0,True,False,10089.4,False
cbea7cbf,0.3667953667953668,0.47876447876447875,0.5057915057915058,0.528957528957529,0.138996138996139,0.015444015444015444,4418797.0,19.230576923076924,8.13,2.62773723,69.51616267,259.0,False,False,,True
ce04df02,0.16129032258064516,0.592741935483871,0.6209677419354839,0.46774193548387094,0.16129032258064516,0.008064516129032258,4448359.0,37.03703703703704,8.6206896551724,2.04855842,63.22711179,248.0,True,True,5431.0,False
cfce48f2,0.24897959183673468,0.5020408163265306,0.47346938775510206,0.45714285714285713,0.14285714285714285,0.0326530612244898,3564544.0,100.0,17.857142857143,2.25648039,62.16199416,245.0,True,False,3629.6666666666665,False
d1030edf,0.4326923076923077,0.375,0.5961538461538461,0.4519230769230769,0.3894230769230769,0.03365384615384615,1939869.0,100.0,27.027027027027,1.93519638,63.65777579999999,208.0,False,False,14204.42857142857,False
d3ed46a4,0.2345679012345679,0.5349794238683128,0.5596707818930041,0.4567901234567901,0.11934156378600823,0.01646090534979424,2684487.0,26.31578947368421,9.900990099009901,1.97542998,49.14004914,243.0,False,False,13436.000000000002,False
d56fd7da,0.15025906735751296,0.5492227979274611,0.5233160621761658,0.38341968911917096,0.14507772020725387,0.0,1303048.0,55.55555555555556,22.727272727273,1.44485684,66.27783669,193.0,False,False,7745.615384615385,False
d86b84cb,0.2032520325203252,0.483739837398374,0.5934959349593496,0.4065040650406504,0.21138211382113822,0.028455284552845527,4613913.0,40.0,15.873015873016,2.1753282000000005,54.24758598,246.0,True,True,10615.5,False
d9024a8b,0.19262295081967212,0.5778688524590164,0.5450819672131147,0.45901639344262296,0.11475409836065574,0.004098360655737705,2498156.0,50.0,12.658227848101001,1.76839703,63.38340622,244.0,True,True,49234.0,False
dbaa941c,0.24686192468619247,0.5564853556485355,0.602510460251046,0.3514644351464435,0.12133891213389121,0.016736401673640166,2293919.0,28.571428571428573,12.195121951219999,1.9622216000000001,56.38567804,239.0,True,True,21253.0,False
e09ef457,0.22083333333333333,0.425,0.6791666666666667,0.45,0.09166666666666666,0.0125,3620268.0,43.47826086956522,14.925373134328,1.99627813,56.39203744,240.0,True,False,3868.75,False
e222a102,0.19724770642201836,0.4954128440366973,0.6559633027522935,0.44954128440366975,0.05504587155963303,0.009174311926605505,2470996.0,76.92307692307692,27.027027027027,1.75428234,59.06674542,218.0,True,False,13305.25,False
e4f3449c,0.20416666666666666,0.45,0.5791666666666667,0.5416666666666666,0.11666666666666667,0.008333333333333333,3108367.0,111.11111111111111,30.30303030303,1.71546498,64.49116471,240.0,True,False,7081.333333333333,False
e5b6ea7f,0.23178807947019867,0.44370860927152317,0.5364238410596026,0.46357615894039733,0.17218543046357615,0.006622516556291391,1625388.6,111.11111111111111,25.0,1.34841235,72.49528781,151.0,False,False,21399.2,False
e5d2d035,0.48333333333333334,0.2833333333333333,0.6666666666666666,0.38333333333333336,0.26666666666666666,0.027777777777777776,2359886.0,100.0,30.30303030303,1.72865375,74.83349547,180.0,False,False,9772.6,False
e5f52cdf,0.2081447963800905,0.5067873303167421,0.6199095022624435,0.39819004524886875,0.13574660633484162,0.00904977375565611,3239774.0,66.66666666666667,19.607843137255003,1.99040244,54.53157378,221.0,True,False,12607.875,False
e765ab1c,0.21888412017167383,0.48497854077253216,0.5622317596566524,0.47639484978540775,0.07296137339055794,0.008583690987124463,2684703.0,66.66666666666667,25.641025641026,1.8077296000000003,69.26167059,233.0,True,False,7648.0,False
e77e76a7,0.2591093117408907,0.5141700404858299,0.46558704453441296,0.46963562753036436,0.21052631578947367,0.008097165991902834,3466382.0,37.03703703703704,9.433962264150901,2.23841749,57.84024524,247.0,False,False,2959.25,True
f511d6e8,0.3826086956521739,0.3826086956521739,0.6608695652173913,0.33043478260869563,0.13043478260869565,0.034782608695652174,1321442.0,66.66666666666667,34.48275862069,1.62472872,58.65446654,115.0,False,False,7048.999999999999,False
fb794055,0.16666666666666666,0.5666666666666667,0.58,0.42,0.32,0.02,1436719.0,125.0,27.777777777778002,1.75303112,77.22604062,150.0,False,False,32416.0,False
ff099f99,0.2235294117647059,0.4764705882352941,0.6235294117647059,0.4470588235294118,0.10588235294117647,0.011764705882352941,1625388.6,47.61904761904762,20.0,1.91718338,71.27075761,170.0,False,False,10556.099999999999,False
